customer_id,predicted_churn_probability,risk_bucket,age,customer_tenure_months,current_premium,num_policies,recommended_action
535,0.3373,4_Bajo,57,148,852.11,1,Cross-sell prioritario (mono-póliza estable)
537,0.2885,4_Bajo,48,161,796.83,1,Cross-sell prioritario (mono-póliza estable)
539,0.3224,4_Bajo,54,89,544.13,1,Cross-sell prioritario (mono-póliza estable)
540,0.2001,4_Bajo,19,139,905.32,1,Cross-sell prioritario (mono-póliza estable)
543,0.2776,4_Bajo,31,155,840.23,1,Cross-sell prioritario (mono-póliza estable)
548,0.2805,4_Bajo,58,156,1052.17,1,Cross-sell prioritario (mono-póliza estable)
554,0.3421,4_Bajo,39,121,1036.01,1,Cross-sell prioritario (mono-póliza estable)
556,0.1325,4_Bajo,52,100,954.6,1,Cross-sell prioritario (mono-póliza estable)
563,0.1439,4_Bajo,51,25,886.13,1,Cross-sell prioritario (mono-póliza estable)
567,0.2194,4_Bajo,33,121,150.47,1,Cross-sell prioritario (mono-póliza estable)
569,0.3101,4_Bajo,61,171,1147.25,1,Cross-sell prioritario (mono-póliza estable)
570,0.3148,4_Bajo,56,129,327.78,1,Cross-sell prioritario (mono-póliza estable)
572,0.2723,4_Bajo,46,158,1091.09,1,Cross-sell prioritario (mono-póliza estable)
575,0.304,4_Bajo,18,131,1084.87,1,Cross-sell prioritario (mono-póliza estable)
587,0.2135,4_Bajo,64,89,1431.28,1,Cross-sell prioritario (mono-póliza estable)
596,0.255,4_Bajo,72,177,1422.41,1,Cross-sell prioritario (mono-póliza estable)
599,0.2131,4_Bajo,60,142,1234.01,1,Cross-sell prioritario (mono-póliza estable)
603,0.3248,4_Bajo,68,152,1558.11,1,Cross-sell prioritario (mono-póliza estable)
604,0.2889,4_Bajo,27,107,1245.18,1,Cross-sell prioritario (mono-póliza estable)
610,0.2165,4_Bajo,76,168,1202.28,1,Cross-sell prioritario (mono-póliza estable)
621,0.3011,4_Bajo,47,58,760.64,1,Cross-sell prioritario (mono-póliza estable)
622,0.2541,4_Bajo,50,42,1322.78,1,Cross-sell prioritario (mono-póliza estable)
627,0.259,4_Bajo,41,160,1357.9,1,Cross-sell prioritario (mono-póliza estable)
636,0.1436,4_Bajo,64,50,1010.14,1,Cross-sell prioritario (mono-póliza estable)
638,0.1339,4_Bajo,38,152,1388.57,1,Cross-sell prioritario (mono-póliza estable)
651,0.2847,4_Bajo,51,174,1199.91,1,Cross-sell prioritario (mono-póliza estable)
652,0.2593,4_Bajo,62,170,1117.98,1,Cross-sell prioritario (mono-póliza estable)
653,0.2881,4_Bajo,31,177,267.24,1,Cross-sell prioritario (mono-póliza estable)
655,0.1601,4_Bajo,55,28,1311.6,1,Cross-sell prioritario (mono-póliza estable)
665,0.261,4_Bajo,58,142,863.16,1,Cross-sell prioritario (mono-póliza estable)
673,0.2594,4_Bajo,61,30,613.56,1,Cross-sell prioritario (mono-póliza estable)
677,0.2472,4_Bajo,57,174,1295.72,1,Cross-sell prioritario (mono-póliza estable)
685,0.3041,4_Bajo,29,91,139.33,1,Cross-sell prioritario (mono-póliza estable)
687,0.3052,4_Bajo,45,136,1092.03,1,Cross-sell prioritario (mono-póliza estable)
689,0.1715,4_Bajo,48,133,1352.87,1,Cross-sell prioritario (mono-póliza estable)
696,0.1583,4_Bajo,35,119,818.94,1,Cross-sell prioritario (mono-póliza estable)
697,0.1588,4_Bajo,67,102,1333.91,1,Cross-sell prioritario (mono-póliza estable)
698,0.3098,4_Bajo,58,79,853.41,1,Cross-sell prioritario (mono-póliza estable)
702,0.3377,4_Bajo,59,180,1899.27,1,Cross-sell prioritario (mono-póliza estable)
703,0.2315,4_Bajo,29,111,964.62,1,Cross-sell prioritario (mono-póliza estable)
704,0.2168,4_Bajo,29,142,810.02,1,Cross-sell prioritario (mono-póliza estable)
708,0.3396,4_Bajo,56,63,1380.59,1,Cross-sell prioritario (mono-póliza estable)
710,0.2458,4_Bajo,49,149,780.37,1,Cross-sell prioritario (mono-póliza estable)
711,0.1439,4_Bajo,64,42,402.19,1,Cross-sell prioritario (mono-póliza estable)
717,0.1996,4_Bajo,53,126,1414.4,1,Cross-sell prioritario (mono-póliza estable)
720,0.3151,4_Bajo,58,55,1841.5,1,Cross-sell prioritario (mono-póliza estable)
721,0.3476,4_Bajo,27,172,437.2,1,Cross-sell prioritario (mono-póliza estable)
727,0.2632,4_Bajo,67,142,920.72,1,Cross-sell prioritario (mono-póliza estable)
729,0.1258,4_Bajo,51,132,1369.1,1,Cross-sell prioritario (mono-póliza estable)
730,0.3198,4_Bajo,62,17,1521.97,1,Cross-sell prioritario (mono-póliza estable)
731,0.2108,4_Bajo,67,113,1080.47,1,Cross-sell prioritario (mono-póliza estable)
738,0.1894,4_Bajo,40,108,1902.61,1,Cross-sell prioritario (mono-póliza estable)
743,0.2618,4_Bajo,61,113,1804.76,1,Cross-sell prioritario (mono-póliza estable)
744,0.1751,4_Bajo,36,136,1338.87,1,Cross-sell prioritario (mono-póliza estable)
749,0.1723,4_Bajo,39,168,1754.82,1,Cross-sell prioritario (mono-póliza estable)
750,0.2077,4_Bajo,28,156,837.03,1,Cross-sell prioritario (mono-póliza estable)
752,0.2567,4_Bajo,28,49,639.45,1,Cross-sell prioritario (mono-póliza estable)
756,0.2565,4_Bajo,47,92,1625.89,1,Cross-sell prioritario (mono-póliza estable)
758,0.1346,4_Bajo,44,64,1200.87,1,Cross-sell prioritario (mono-póliza estable)
761,0.2052,4_Bajo,29,91,214.61,1,Cross-sell prioritario (mono-póliza estable)
764,0.1745,4_Bajo,81,112,1352.21,1,Cross-sell prioritario (mono-póliza estable)
765,0.2014,4_Bajo,42,59,1376.27,1,Cross-sell prioritario (mono-póliza estable)
767,0.2578,4_Bajo,59,133,697.05,1,Cross-sell prioritario (mono-póliza estable)
769,0.3096,4_Bajo,27,125,1288.52,1,Cross-sell prioritario (mono-póliza estable)
770,0.1603,4_Bajo,43,83,819.78,1,Cross-sell prioritario (mono-póliza estable)
771,0.2532,4_Bajo,62,94,658.64,1,Cross-sell prioritario (mono-póliza estable)
776,0.301,4_Bajo,82,51,949.47,1,Cross-sell prioritario (mono-póliza estable)
790,0.2078,4_Bajo,18,82,804.38,1,Cross-sell prioritario (mono-póliza estable)
796,0.3337,4_Bajo,38,100,722.48,1,Cross-sell prioritario (mono-póliza estable)
799,0.0999,4_Bajo,39,19,1167.55,1,Cross-sell prioritario (mono-póliza estable)
800,0.2629,4_Bajo,48,105,1331.65,1,Cross-sell prioritario (mono-póliza estable)
812,0.2494,4_Bajo,77,98,121.31,1,Cross-sell prioritario (mono-póliza estable)
815,0.1468,4_Bajo,70,136,932.76,1,Cross-sell prioritario (mono-póliza estable)
817,0.2766,4_Bajo,20,108,372.51,1,Cross-sell prioritario (mono-póliza estable)
820,0.2453,4_Bajo,85,89,1090.79,1,Cross-sell prioritario (mono-póliza estable)
831,0.1264,4_Bajo,34,69,1248.53,1,Cross-sell prioritario (mono-póliza estable)
832,0.172,4_Bajo,34,20,1408.15,1,Cross-sell prioritario (mono-póliza estable)
839,0.3187,4_Bajo,18,109,906.56,1,Cross-sell prioritario (mono-póliza estable)
840,0.2471,4_Bajo,79,65,974.02,1,Cross-sell prioritario (mono-póliza estable)
841,0.1785,4_Bajo,37,151,1670.0,1,Cross-sell prioritario (mono-póliza estable)
842,0.2132,4_Bajo,62,157,1787.13,1,Cross-sell prioritario (mono-póliza estable)
849,0.3303,4_Bajo,73,106,665.57,1,Cross-sell prioritario (mono-póliza estable)
850,0.1657,4_Bajo,59,127,937.84,1,Cross-sell prioritario (mono-póliza estable)
858,0.2128,4_Bajo,21,172,1421.02,1,Cross-sell prioritario (mono-póliza estable)
860,0.3402,4_Bajo,72,138,993.55,1,Cross-sell prioritario (mono-póliza estable)
861,0.3365,4_Bajo,83,127,791.48,1,Cross-sell prioritario (mono-póliza estable)
866,0.318,4_Bajo,65,45,1091.39,1,Cross-sell prioritario (mono-póliza estable)
868,0.2181,4_Bajo,74,152,1303.49,1,Cross-sell prioritario (mono-póliza estable)
869,0.1809,4_Bajo,48,169,1135.75,1,Cross-sell prioritario (mono-póliza estable)
872,0.1878,4_Bajo,31,114,1229.63,1,Cross-sell prioritario (mono-póliza estable)
875,0.2165,4_Bajo,65,168,1950.66,1,Cross-sell prioritario (mono-póliza estable)
876,0.1827,4_Bajo,52,114,636.59,1,Cross-sell prioritario (mono-póliza estable)
883,0.2434,4_Bajo,48,178,672.78,1,Cross-sell prioritario (mono-póliza estable)
884,0.3057,4_Bajo,28,153,1682.27,1,Cross-sell prioritario (mono-póliza estable)
886,0.3225,4_Bajo,67,25,1172.26,1,Cross-sell prioritario (mono-póliza estable)
890,0.1433,4_Bajo,36,162,875.31,1,Cross-sell prioritario (mono-póliza estable)
892,0.2379,4_Bajo,66,55,355.89,1,Cross-sell prioritario (mono-póliza estable)
899,0.2126,4_Bajo,22,78,1251.44,1,Cross-sell prioritario (mono-póliza estable)
902,0.303,4_Bajo,20,118,610.01,1,Cross-sell prioritario (mono-póliza estable)
907,0.2666,4_Bajo,45,136,1248.03,1,Cross-sell prioritario (mono-póliza estable)
908,0.2441,4_Bajo,29,173,944.86,1,Cross-sell prioritario (mono-póliza estable)
909,0.2773,4_Bajo,43,20,120.0,1,Cross-sell prioritario (mono-póliza estable)
912,0.2275,4_Bajo,30,91,1275.9,1,Cross-sell prioritario (mono-póliza estable)
917,0.2614,4_Bajo,54,72,1486.44,1,Cross-sell prioritario (mono-póliza estable)
924,0.1808,4_Bajo,27,164,1775.45,1,Cross-sell prioritario (mono-póliza estable)
928,0.1872,4_Bajo,38,76,709.23,1,Cross-sell prioritario (mono-póliza estable)
929,0.1951,4_Bajo,46,80,1303.74,1,Cross-sell prioritario (mono-póliza estable)
935,0.2413,4_Bajo,48,123,1756.18,1,Cross-sell prioritario (mono-póliza estable)
938,0.2912,4_Bajo,28,109,1362.51,1,Cross-sell prioritario (mono-póliza estable)
939,0.1712,4_Bajo,49,168,733.26,1,Cross-sell prioritario (mono-póliza estable)
941,0.1405,4_Bajo,64,175,924.1,1,Cross-sell prioritario (mono-póliza estable)
948,0.3145,4_Bajo,27,142,1202.03,1,Cross-sell prioritario (mono-póliza estable)
954,0.1966,4_Bajo,47,104,1043.19,1,Cross-sell prioritario (mono-póliza estable)
956,0.3345,4_Bajo,59,143,560.14,1,Cross-sell prioritario (mono-póliza estable)
959,0.345,4_Bajo,84,154,551.53,1,Cross-sell prioritario (mono-póliza estable)
960,0.2834,4_Bajo,46,30,449.16,1,Cross-sell prioritario (mono-póliza estable)
961,0.309,4_Bajo,28,73,1129.58,1,Cross-sell prioritario (mono-póliza estable)
962,0.1184,4_Bajo,45,83,699.61,1,Cross-sell prioritario (mono-póliza estable)
965,0.2265,4_Bajo,82,30,2175.53,1,Cross-sell prioritario (mono-póliza estable)
967,0.1694,4_Bajo,58,138,1389.89,1,Cross-sell prioritario (mono-póliza estable)
968,0.1878,4_Bajo,39,96,258.4,1,Cross-sell prioritario (mono-póliza estable)
972,0.1899,4_Bajo,46,170,884.28,1,Cross-sell prioritario (mono-póliza estable)
974,0.1278,4_Bajo,50,36,1058.38,1,Cross-sell prioritario (mono-póliza estable)
976,0.2032,4_Bajo,33,130,1151.99,1,Cross-sell prioritario (mono-póliza estable)
977,0.1871,4_Bajo,24,78,761.26,1,Cross-sell prioritario (mono-póliza estable)
978,0.2306,4_Bajo,56,33,583.91,1,Cross-sell prioritario (mono-póliza estable)
980,0.315,4_Bajo,56,51,1219.14,1,Cross-sell prioritario (mono-póliza estable)
982,0.1954,4_Bajo,65,150,1019.85,1,Cross-sell prioritario (mono-póliza estable)
983,0.1258,4_Bajo,55,158,1734.47,1,Cross-sell prioritario (mono-póliza estable)
995,0.2443,4_Bajo,54,115,735.18,1,Cross-sell prioritario (mono-póliza estable)
996,0.1609,4_Bajo,60,72,1015.45,1,Cross-sell prioritario (mono-póliza estable)
997,0.2625,4_Bajo,53,155,852.43,1,Cross-sell prioritario (mono-póliza estable)
1000,0.2047,4_Bajo,52,136,1684.77,1,Cross-sell prioritario (mono-póliza estable)
1004,0.2918,4_Bajo,78,102,818.13,1,Cross-sell prioritario (mono-póliza estable)
1005,0.3313,4_Bajo,26,131,1343.64,1,Cross-sell prioritario (mono-póliza estable)
1007,0.3174,4_Bajo,75,69,1702.96,1,Cross-sell prioritario (mono-póliza estable)
1011,0.2084,4_Bajo,36,33,523.27,1,Cross-sell prioritario (mono-póliza estable)
1013,0.2693,4_Bajo,34,36,973.15,1,Cross-sell prioritario (mono-póliza estable)
1015,0.1805,4_Bajo,53,161,676.57,1,Cross-sell prioritario (mono-póliza estable)
1016,0.3479,4_Bajo,74,79,1642.66,1,Cross-sell prioritario (mono-póliza estable)
1017,0.3075,4_Bajo,44,87,858.98,1,Cross-sell prioritario (mono-póliza estable)
1018,0.3078,4_Bajo,51,66,1580.93,1,Cross-sell prioritario (mono-póliza estable)
1022,0.296,4_Bajo,22,154,633.31,1,Cross-sell prioritario (mono-póliza estable)
1024,0.3012,4_Bajo,75,84,677.8,1,Cross-sell prioritario (mono-póliza estable)
1026,0.2368,4_Bajo,21,125,928.51,1,Cross-sell prioritario (mono-póliza estable)
1028,0.2614,4_Bajo,37,133,1953.44,1,Cross-sell prioritario (mono-póliza estable)
1029,0.2295,4_Bajo,56,112,856.68,1,Cross-sell prioritario (mono-póliza estable)
1043,0.1951,4_Bajo,46,47,691.88,1,Cross-sell prioritario (mono-póliza estable)
1045,0.1798,4_Bajo,66,143,809.73,1,Cross-sell prioritario (mono-póliza estable)
1047,0.1648,4_Bajo,34,115,895.53,1,Cross-sell prioritario (mono-póliza estable)
1048,0.1319,4_Bajo,58,128,1173.92,1,Cross-sell prioritario (mono-póliza estable)
1053,0.2588,4_Bajo,52,72,1179.28,1,Cross-sell prioritario (mono-póliza estable)
1054,0.3199,4_Bajo,83,93,1236.86,1,Cross-sell prioritario (mono-póliza estable)
1059,0.2975,4_Bajo,46,57,697.39,1,Cross-sell prioritario (mono-póliza estable)
1067,0.1957,4_Bajo,80,70,1036.16,1,Cross-sell prioritario (mono-póliza estable)
1069,0.2403,4_Bajo,40,134,1444.47,1,Cross-sell prioritario (mono-póliza estable)
1073,0.1883,4_Bajo,69,112,1477.56,1,Cross-sell prioritario (mono-póliza estable)
1075,0.2741,4_Bajo,49,20,137.8,1,Cross-sell prioritario (mono-póliza estable)
1080,0.2279,4_Bajo,74,166,674.08,1,Cross-sell prioritario (mono-póliza estable)
1085,0.2877,4_Bajo,31,84,648.0,1,Cross-sell prioritario (mono-póliza estable)
1087,0.1935,4_Bajo,72,90,1082.49,1,Cross-sell prioritario (mono-póliza estable)
1092,0.2501,4_Bajo,48,83,1067.93,1,Cross-sell prioritario (mono-póliza estable)
1094,0.1729,4_Bajo,44,166,866.37,1,Cross-sell prioritario (mono-póliza estable)
1107,0.1916,4_Bajo,34,135,719.66,1,Cross-sell prioritario (mono-póliza estable)
1114,0.2,4_Bajo,37,146,844.15,1,Cross-sell prioritario (mono-póliza estable)
1116,0.2048,4_Bajo,51,177,639.41,1,Cross-sell prioritario (mono-póliza estable)
1120,0.1984,4_Bajo,51,86,618.09,1,Cross-sell prioritario (mono-póliza estable)
1123,0.2601,4_Bajo,36,132,1017.14,1,Cross-sell prioritario (mono-póliza estable)
